Date;Region;Value
2021-01-01;Chuvash Republic — Chuvashia;56500
2021-01-01;Yamalo-Nenets Autonomous Okrug;0
2021-01-01;Yaroslavl Oblast;61392
2021-02-01;Russia;92180
2021-02-01;Republic of Adygea;62709
2021-02-01;Altai Republic;0
2021-02-01;Altai Krai;62000
2021-02-01;Amur Oblast;0
2021-02-01;Arkhangelsk Oblast;96009
2021-02-01;Astrakhan Oblast;66943
2021-02-01;Belgorod Oblast;59013
2021-02-01;Bryansk Oblast;52901
2021-02-01;Vladimir Oblast;44199
2021-02-01;Volgograd Oblast;55313
2021-02-01;Vologda Oblast;46000
2021-02-01;Voronezh Oblast;65679
2021-02-01;Zabaykalsky Krai;84739
2021-02-01;Ivanovo Oblast;47873
2021-02-01;Irkutsk Oblast;82868
2021-02-01;Kaliningrad Oblast;97560
2021-02-01;Kaluga Oblast;76250
2021-02-01;Kemerovo Oblast;58435
2021-02-01;Kirov Oblast;55659
2021-02-01;Kostroma Oblast;65217
2021-02-01;Krasnodar Krai;73900
2021-02-01;Krasnoyarsk Krai;81661
2021-02-01;Kurgan Oblast;57871
2021-02-01;Kursk Oblast;61214
2021-02-01;Leningrad Oblast;109040
2021-02-01;Lipetsk Oblast;53000
2021-02-01;Republic of Mordovia;51586
2021-02-01;Moscow;260000
2021-02-01;Moscow Oblast;136248
2021-02-01;Nizhny Novgorod Oblast;96336
2021-02-01;Novgorod Oblast;55420
2021-02-01;Novosibirsk Oblast;86566
2021-02-01;Omsk Oblast;0
2021-02-01;Orenburg Oblast;45150
2021-02-01;Oryol Oblast;53285
2021-02-01;Penza Oblast;56755
2021-02-01;Perm Krai;71378
2021-02-01;Primorsky Krai;126547
2021-02-01;Pskov Oblast;42136
2021-02-01;Republic of Bashkortostan;83017
2021-02-01;Republic of Buryatia;49707
2021-02-01;Republic of Dagestan;0
2021-02-01;Republic of Karelia;92716
2021-02-01;Komi Republic;69214
2021-02-01;Mari El Republic;42817
2021-02-01;Republic of Sakha (Yakutia);105000
2021-02-01;Republic of North Ossetia–Alania;0
2021-02-01;Republic of Tatarstan;111908
2021-02-01;Republic of Khakassia;0
2021-02-01;Rostov Oblast;66457
2021-02-01;Ryazan Oblast;59472
2021-02-01;Samara Oblast;52399
2021-02-01;City of Saint Petersburg;168346
2021-02-01;Saratov Oblast;43463
2021-02-01;Sakhalin Oblast;0
2021-02-01;Sverdlovsk Oblast;92095
2021-02-01;Smolensk Oblast;55423
2021-02-01;Stavropol Krai;45000
2021-02-01;Tambov Oblast;47800
2021-02-01;Tver Oblast;57400
2021-02-01;Tomsk Oblast;0
2021-02-01;Tula Oblast;73309
2021-02-01;Tyumen Oblast;79528
2021-02-01;Udmurt Republic;69732
2021-02-01;Ulyanovsk Oblast;52963
2021-02-01;Khabarovsk Krai;95430
2021-02-01;Khanty-Mansi Autonomous Okrug–Yugra;84160
2021-02-01;Chelyabinsk Oblast;60297
2021-02-01;Chuvash Republic — Chuvashia;55975
2021-02-01;Yamalo-Nenets Autonomous Okrug;82002
2021-02-01;Yaroslavl Oblast;69188
2021-03-01;Russia;89972
2021-03-01;Republic of Adygea;58840
2021-03-01;Altai Republic;0
2021-03-01;Altai Krai;63000
2021-03-01;Amur Oblast;0
2021-03-01;Arkhangelsk Oblast;86839
2021-03-01;Astrakhan Oblast;60829
2021-03-01;Belgorod Oblast;64584
2021-03-01;Bryansk Oblast;58667
2021-03-01;Vladimir Oblast;51300
2021-03-01;Volgograd Oblast;56000
2021-03-01;Vologda Oblast;54000
2021-03-01;Voronezh Oblast;62250
2021-03-01;Zabaykalsky Krai;0
2021-03-01;Ivanovo Oblast;48851
2021-03-01;Irkutsk Oblast;96893
2021-03-01;Kaliningrad Oblast;90370
2021-03-01;Kaluga Oblast;80006
2021-03-01;Kemerovo Oblast;57623
2021-03-01;Kirov Oblast;54773
2021-03-01;Kostroma Oblast;65776
2021-03-01;Krasnodar Krai;68525
2021-03-01;Krasnoyarsk Krai;80929
2021-03-01;Kurgan Oblast;43080
2021-03-01;Kursk Oblast;64982
2021-03-01;Leningrad Oblast;118000
2021-03-01;Lipetsk Oblast;54392
2021-03-01;Republic of Mordovia;51468
2021-03-01;Moscow;261840
2021-03-01;Moscow Oblast;140821
2021-03-01;Nizhny Novgorod Oblast;95780
2021-03-01;Novgorod Oblast;56258
2021-03-01;Novosibirsk Oblast;89033
2021-03-01;Omsk Oblast;64900
2021-03-01;Orenburg Oblast;44938
2021-03-01;Oryol Oblast;61089
2021-03-01;Penza Oblast;57194
2021-03-01;Perm Krai;75675
2021-03-01;Primorsky Krai;131464
2021-03-01;Pskov Oblast;46772
2021-03-01;Republic of Bashkortostan;81140
2021-03-01;Republic of Buryatia;69840
2021-03-01;Republic of Dagestan;0
2021-03-01;Republic of Karelia;83004
2021-03-01;Komi Republic;63581
2021-03-01;Mari El Republic;46809
2021-03-01;Republic of Sakha (Yakutia);94596
2021-03-01;Republic of North Ossetia–Alania;0
2021-03-01;Republic of Tatarstan;89986
2021-03-01;Republic of Khakassia;69383
2021-03-01;Rostov Oblast;66292
2021-03-01;Ryazan Oblast;54570
2021-03-01;Samara Oblast;52000
2021-03-01;City of Saint Petersburg;181123
2021-03-01;Saratov Oblast;45734
2021-03-01;Sakhalin Oblast;0
2021-03-01;Sverdlovsk Oblast;85771
2021-03-01;Smolensk Oblast;45993
2021-03-01;Stavropol Krai;45781
2021-03-01;Tambov Oblast;37611
2021-03-01;Tver Oblast;59702
2021-03-01;Tomsk Oblast;0
2021-03-01;Tula Oblast;72920
2021-03-01;Tyumen Oblast;82777
2021-03-01;Udmurt Republic;66045
2021-03-01;Ulyanovsk Oblast;49746
2021-03-01;Khabarovsk Krai;117749
2021-03-01;Khanty-Mansi Autonomous Okrug–Yugra;95059
2021-03-01;Chelyabinsk Oblast;52189
2021-03-01;Chuvash Republic — Chuvashia;61807
2021-03-01;Yamalo-Nenets Autonomous Okrug;0
2021-03-01;Yaroslavl Oblast;61761
2021-04-01;Russia;91975
2021-04-01;Republic of Adygea;65000
2021-04-01;Altai Republic;0
2021-04-01;Altai Krai;55855
2021-04-01;Amur Oblast;0
2021-04-01;Arkhangelsk Oblast;88827
2021-04-01;Astrakhan Oblast;72070
2021-04-01;Belgorod Oblast;80000
2021-04-01;Bryansk Oblast;44905
2021-04-01;Vladimir Oblast;54017
2021-04-01;Volgograd Oblast;60859
2021-04-01;Vologda Oblast;54870
2021-04-01;Voronezh Oblast;65544
2021-04-01;Zabaykalsky Krai;66713
2021-04-01;Ivanovo Oblast;50700
2021-04-01;Irkutsk Oblast;100259
2021-04-01;Kaliningrad Oblast;93750
2021-04-01;Kaluga Oblast;81204
2021-04-01;Kemerovo Oblast;58500
2021-04-01;Kirov Oblast;59357
2021-04-01;Kostroma Oblast;68225
2021-04-01;Krasnodar Krai;84835
2021-04-01;Krasnoyarsk Krai;85000
2021-04-01;Kurgan Oblast;39775
2021-04-01;Kursk Oblast;64892
2021-04-01;Leningrad Oblast;121905
2021-04-01;Lipetsk Oblast;51815
2021-04-01;Republic of Mordovia;51626
2021-04-01;Moscow;272195
2021-04-01;Moscow Oblast;143726
2021-04-01;Nizhny Novgorod Oblast;92925
2021-04-01;Novgorod Oblast;53043
2021-04-01;Novosibirsk Oblast;90035
2021-04-01;Omsk Oblast;75618
2021-04-01;Orenburg Oblast;45194
2021-04-01;Oryol Oblast;62675
2021-04-01;Penza Oblast;63896
2021-04-01;Perm Krai;72494
2021-04-01;Primorsky Krai;133645
2021-04-01;Pskov Oblast;45423
2021-04-01;Republic of Bashkortostan;78719
2021-04-01;Republic of Buryatia;68581
2021-04-01;Republic of Dagestan;56024
2021-04-01;Republic of Karelia;57048
2021-04-01;Komi Republic;62436
2021-04-01;Mari El Republic;44121
2021-04-01;Republic of Sakha (Yakutia);112500
2021-04-01;Republic of North Ossetia–Alania;0
2021-04-01;Republic of Tatarstan;106000
2021-04-01;Republic of Khakassia;42000
2021-04-01;Rostov Oblast;64150
2021-04-01;Ryazan Oblast;57197
2021-04-01;Samara Oblast;55889
2021-04-01;City of Saint Petersburg;184000
2021-04-01;Saratov Oblast;45644
2021-04-01;Sakhalin Oblast;0
2021-04-01;Sverdlovsk Oblast;92068
2021-04-01;Smolensk Oblast;53345
2021-04-01;Stavropol Krai;45000
2021-04-01;Tambov Oblast;47284
2021-04-01;Tver Oblast;59625
2021-04-01;Tomsk Oblast;0
2021-04-01;Tula Oblast;70988
2021-04-01;Tyumen Oblast;84737
2021-04-01;Udmurt Republic;69143
2021-04-01;Ulyanovsk Oblast;51656
2021-04-01;Khabarovsk Krai;115000
2021-04-01;Khanty-Mansi Autonomous Okrug–Yugra;109436
2021-04-01;Chelyabinsk Oblast;53517
2021-04-01;Chuvash Republic — Chuvashia;64013
2021-04-01;Yamalo-Nenets Autonomous Okrug;0
2021-04-01;Yaroslavl Oblast;62696
2021-05-01;Russia;95250
2021-05-01;Republic of Adygea;67393
2021-05-01;Altai Republic;0
2021-05-01;Altai Krai;58696
2021-05-01;Amur Oblast;0
2021-05-01;Arkhangelsk Oblast;99387
2021-05-01;Astrakhan Oblast;75776
2021-05-01;Belgorod Oblast;69945
2021-05-01;Bryansk Oblast;52278
2021-05-01;Vladimir Oblast;51588
2021-05-01;Volgograd Oblast;59515
2021-05-01;Vologda Oblast;56550
2021-05-01;Voronezh Oblast;62333
2021-05-01;Zabaykalsky Krai;69907
2021-05-01;Ivanovo Oblast;50833
2021-05-01;Irkutsk Oblast;105477
2021-05-01;Kaliningrad Oblast;85210
2021-05-01;Kaluga Oblast;79947
2021-05-01;Kemerovo Oblast;59000
2021-05-01;Kirov Oblast;58367
2021-05-01;Kostroma Oblast;60652
2021-05-01;Krasnodar Krai;94250
2021-05-01;Krasnoyarsk Krai;98735
2021-05-01;Kurgan Oblast;51316
2021-05-01;Kursk Oblast;64730
2021-05-01;Leningrad Oblast;125378
2021-05-01;Lipetsk Oblast;51857
2021-05-01;Republic of Mordovia;52499
2021-05-01;Moscow;283979
2021-05-01;Moscow Oblast;140775
2021-05-01;Nizhny Novgorod Oblast;93922
2021-05-01;Novgorod Oblast;55875
2021-05-01;Novosibirsk Oblast;97505
2021-05-01;Omsk Oblast;69118
2021-05-01;Orenburg Oblast;43463
2021-05-01;Oryol Oblast;62400
2021-05-01;Penza Oblast;68105
2021-05-01;Perm Krai;74000
2021-05-01;Primorsky Krai;145421
2021-05-01;Pskov Oblast;47092
2021-05-01;Republic of Bashkortostan;91375
2021-05-01;Republic of Buryatia;68000
2021-05-01;Republic of Dagestan;0
2021-05-01;Republic of Karelia;78913
2021-05-01;Komi Republic;63085
2021-05-01;Mari El Republic;45250
2021-05-01;Republic of Sakha (Yakutia);105000
2021-05-01;Republic of North Ossetia–Alania;60455
2021-05-01;Republic of Tatarstan;92185
2021-05-01;Republic of Khakassia;42000
2021-05-01;Rostov Oblast;67884
2021-05-01;Ryazan Oblast;61107
2021-05-01;Samara Oblast;55960
2021-05-01;City of Saint Petersburg;175539
2021-05-01;Saratov Oblast;47086
2021-05-01;Sakhalin Oblast;110503
2021-05-01;Sverdlovsk Oblast;94342
2021-05-01;Smolensk Oblast;47010
2021-05-01;Stavropol Krai;47000
2021-05-01;Tambov Oblast;47500
2021-05-01;Tver Oblast;73129
2021-05-01;Tomsk Oblast;0
2021-05-01;Tula Oblast;74720
2021-05-01;Tyumen Oblast;89630
2021-05-01;Udmurt Republic;67300
2021-05-01;Ulyanovsk Oblast;54730
2021-05-01;Khabarovsk Krai;103750
2021-05-01;Khanty-Mansi Autonomous Okrug–Yugra;97823
2021-05-01;Chelyabinsk Oblast;54641
2021-05-01;Chuvash Republic — Chuvashia;62037
2021-05-01;Yamalo-Nenets Autonomous Okrug;121037
2021-05-01;Yaroslavl Oblast;65021
2021-06-01;Russia;98165
2021-06-01;Republic of Adygea;87851
2021-06-01;Altai Republic;0
2021-06-01;Altai Krai;66279
2021-06-01;Amur Oblast;0
2021-06-01;Arkhangelsk Oblast;88932
2021-06-01;Astrakhan Oblast;110588
2021-06-01;Belgorod Oblast;72474
2021-06-01;Bryansk Oblast;54442
2021-06-01;Vladimir Oblast;53000
2021-06-01;Volgograd Oblast;66389
2021-06-01;Vologda Oblast;56566
2021-06-01;Voronezh Oblast;69000
2021-06-01;Zabaykalsky Krai;70407
2021-06-01;Ivanovo Oblast;46645
2021-06-01;Irkutsk Oblast;107755
2021-06-01;Kaliningrad Oblast;85471
2021-06-01;Kaluga Oblast;84194
2021-06-01;Kemerovo Oblast;65000
2021-06-01;Kirov Oblast;52000
2021-06-01;Kostroma Oblast;73607
2021-06-01;Krasnodar Krai;112944
2021-06-01;Krasnoyarsk Krai;91250
2021-06-01;Kurgan Oblast;52500
2021-06-01;Kursk Oblast;65364
2021-06-01;Leningrad Oblast;121521
2021-06-01;Lipetsk Oblast;60594
2021-06-01;Republic of Mordovia;51971
2021-06-01;Moscow;283780
2021-06-01;Moscow Oblast;146534
2021-06-01;Nizhny Novgorod Oblast;98537
2021-06-01;Novgorod Oblast;57401
2021-06-01;Novosibirsk Oblast;105582
2021-06-01;Omsk Oblast;74246
2021-06-01;Orenburg Oblast;54058
2021-06-01;Oryol Oblast;63943
2021-06-01;Penza Oblast;60372
2021-06-01;Perm Krai;75667
2021-06-01;Primorsky Krai;136771
2021-06-01;Pskov Oblast;51713
2021-06-01;Republic of Bashkortostan;87525
2021-06-01;Republic of Buryatia;68643
2021-06-01;Republic of Dagestan;0
2021-06-01;Republic of Karelia;75326
2021-06-01;Komi Republic;70326
2021-06-01;Mari El Republic;41284
2021-06-01;Republic of Sakha (Yakutia);104807
