Date;Region;Value
2016-02-29;Mari El Republic;39698
2016-02-29;Republic of Sakha (Yakutia);74574
2016-02-29;Republic of Tatarstan;50242
2016-02-29;Republic of Tuva;52875
2016-02-29;Republic of Khakassia;40587
2016-02-29;Rostov Oblast;48535
2016-02-29;Ryazan Oblast;44243
2016-02-29;Samara Oblast;47863
2016-02-29;City of Saint Petersburg;88808
2016-02-29;Saratov Oblast;37732
2016-02-29;Sakhalin Oblast;79006
2016-02-29;Sverdlovsk Oblast;53061
2016-02-29;Smolensk Oblast;38919
2016-02-29;Stavropol Krai;36265
2016-02-29;Tambov Oblast;37948
2016-02-29;Tver Oblast;47875
2016-02-29;Tomsk Oblast;47714
2016-02-29;Tula Oblast;44594
2016-02-29;Tyumen Oblast;52829
2016-02-29;Udmurt Republic;43417
2016-02-29;Ulyanovsk Oblast;37541
2016-02-29;Khabarovsk Krai;56043
2016-02-29;Khanty-Mansi Autonomous Okrug–Yugra;59378
2016-02-29;Chelyabinsk Oblast;37656
2016-02-29;Chechen Republic;32925
2016-02-29;Chuvash Republic — Chuvashia;43695
2016-02-29;Chukotka Autonomous Okrug;61196
2016-02-29;Yamalo-Nenets Autonomous Okrug;67851
2016-02-29;Yaroslavl Oblast;43257
2016-03-31;Russia;54771
2016-03-31;Republic of Adygea;37668
2016-03-31;Altai Republic;42578
2016-03-31;Altai Krai;39443
2016-03-31;Amur Oblast;53514
2016-03-31;Arkhangelsk Oblast;52572
2016-03-31;Astrakhan Oblast;42371
2016-03-31;Belgorod Oblast;44938
2016-03-31;Bryansk Oblast;35589
2016-03-31;Vladimir Oblast;41778
2016-03-31;Volgograd Oblast;40523
2016-03-31;Vologda Oblast;40356
2016-03-31;Voronezh Oblast;43698
2016-03-31;Jewish Autonomous Oblast;41895
2016-03-31;Zabaykalsky Krai;47301
2016-03-31;Ivanovo Oblast;40757
2016-03-31;Irkutsk Oblast;42757
2016-03-31;Kabardino-Balkarian Republic;35773
2016-03-31;Kaliningrad Oblast;46680
2016-03-31;Kaluga Oblast;53581
2016-03-31;Kamchatka Krai;60603
2016-03-31;Kemerovo Oblast;36053
2016-03-31;Kirov Oblast;41518
2016-03-31;Kostroma Oblast;39617
2016-03-31;Krasnodar Krai;52459
2016-03-31;Krasnoyarsk Krai;44468
2016-03-31;Kurgan Oblast;37704
2016-03-31;Kursk Oblast;36406
2016-03-31;Leningrad Oblast;67953
2016-03-31;Lipetsk Oblast;39721
2016-03-31;Magadan Oblast;52723
2016-03-31;Republic of Mordovia;44763
2016-03-31;Moscow;154449
2016-03-31;Moscow Oblast;78964
2016-03-31;Murmansk Oblast;42441
2016-03-31;Nenets Autonomous Okrug;83582
2016-03-31;Nizhny Novgorod Oblast;50520
2016-03-31;Novgorod Oblast;41079
2016-03-31;Novosibirsk Oblast;52002
2016-03-31;Omsk Oblast;42205
2016-03-31;Orenburg Oblast;36618
2016-03-31;Oryol Oblast;37770
2016-03-31;Penza Oblast;41765
2016-03-31;Perm Krai;43702
2016-03-31;Primorsky Krai;67190
2016-03-31;Pskov Oblast;37960
2016-03-31;Republic of Bashkortostan;47294
2016-03-31;Republic of Buryatia;44337
2016-03-31;Republic of Dagestan;35133
2016-03-31;Republic of Ingushetia;26699
2016-03-31;Republic of Kalmykia;35331
2016-03-31;Karachay-Cherkess Republic;40178
2016-03-31;Republic of Karelia;45806
2016-03-31;Komi Republic;54776
2016-03-31;Mari El Republic;40031
2016-03-31;Republic of Sakha (Yakutia);74745
2016-03-31;Republic of Tatarstan;49938
2016-03-31;Republic of Tuva;53274
2016-03-31;Republic of Khakassia;40883
2016-03-31;Rostov Oblast;47914
2016-03-31;Ryazan Oblast;44288
2016-03-31;Samara Oblast;47869
2016-03-31;City of Saint Petersburg;88055
2016-03-31;Saratov Oblast;38192
2016-03-31;Sakhalin Oblast;77836
2016-03-31;Sverdlovsk Oblast;52733
2016-03-31;Smolensk Oblast;39056
2016-03-31;Stavropol Krai;36617
2016-03-31;Tambov Oblast;38620
2016-03-31;Tver Oblast;47061
2016-03-31;Tomsk Oblast;47161
2016-03-31;Tula Oblast;45130
2016-03-31;Tyumen Oblast;52742
2016-03-31;Udmurt Republic;43311
2016-03-31;Ulyanovsk Oblast;37468
2016-03-31;Khabarovsk Krai;55875
2016-03-31;Khanty-Mansi Autonomous Okrug–Yugra;58371
2016-03-31;Chelyabinsk Oblast;37552
2016-03-31;Chechen Republic;33496
2016-03-31;Chuvash Republic — Chuvashia;43821
2016-03-31;Chukotka Autonomous Okrug;63494
2016-03-31;Yamalo-Nenets Autonomous Okrug;67846
2016-03-31;Yaroslavl Oblast;43799
2016-04-30;Russia;54845
2016-04-30;Republic of Adygea;37344
2016-04-30;Altai Republic;42512
2016-04-30;Altai Krai;39317
2016-04-30;Amur Oblast;52971
2016-04-30;Arkhangelsk Oblast;51956
2016-04-30;Astrakhan Oblast;41217
2016-04-30;Belgorod Oblast;45331
2016-04-30;Bryansk Oblast;35766
2016-04-30;Vladimir Oblast;41688
2016-04-30;Volgograd Oblast;40687
2016-04-30;Vologda Oblast;40192
2016-04-30;Voronezh Oblast;43697
2016-04-30;Jewish Autonomous Oblast;41010
2016-04-30;Zabaykalsky Krai;47030
2016-04-30;Ivanovo Oblast;40372
2016-04-30;Irkutsk Oblast;42583
2016-04-30;Kabardino-Balkarian Republic;36061
2016-04-30;Kaliningrad Oblast;46659
2016-04-30;Kaluga Oblast;53143
2016-04-30;Kamchatka Krai;61127
2016-04-30;Kemerovo Oblast;36100
2016-04-30;Kirov Oblast;41570
2016-04-30;Kostroma Oblast;39586
2016-04-30;Krasnodar Krai;52822
2016-04-30;Krasnoyarsk Krai;44437
2016-04-30;Kurgan Oblast;37685
2016-04-30;Kursk Oblast;36517
2016-04-30;Leningrad Oblast;67113
2016-04-30;Lipetsk Oblast;39729
2016-04-30;Magadan Oblast;53262
2016-04-30;Republic of Mordovia;44969
2016-04-30;Moscow;156104
2016-04-30;Moscow Oblast;78846
2016-04-30;Murmansk Oblast;42608
2016-04-30;Nenets Autonomous Okrug;83421
2016-04-30;Nizhny Novgorod Oblast;50607
2016-04-30;Novgorod Oblast;40361
2016-04-30;Novosibirsk Oblast;51832
2016-04-30;Omsk Oblast;42148
2016-04-30;Orenburg Oblast;37030
2016-04-30;Oryol Oblast;37405
2016-04-30;Penza Oblast;41730
2016-04-30;Perm Krai;43874
2016-04-30;Primorsky Krai;67415
2016-04-30;Pskov Oblast;38667
2016-04-30;Republic of Bashkortostan;46902
2016-04-30;Republic of Buryatia;44974
2016-04-30;Republic of Dagestan;35751
2016-04-30;Republic of Ingushetia;26699
2016-04-30;Republic of Kalmykia;35458
2016-04-30;Karachay-Cherkess Republic;39805
2016-04-30;Republic of Karelia;45899
2016-04-30;Komi Republic;54705
2016-04-30;Mari El Republic;40889
2016-04-30;Republic of Sakha (Yakutia);74832
2016-04-30;Republic of Tatarstan;49843
2016-04-30;Republic of Tuva;52714
2016-04-30;Republic of Khakassia;41977
2016-04-30;Rostov Oblast;47597
2016-04-30;Ryazan Oblast;44056
2016-04-30;Samara Oblast;47838
2016-04-30;City of Saint Petersburg;88973
2016-04-30;Saratov Oblast;38379
2016-04-30;Sakhalin Oblast;77679
2016-04-30;Sverdlovsk Oblast;52725
2016-04-30;Smolensk Oblast;40163
2016-04-30;Stavropol Krai;36745
2016-04-30;Tambov Oblast;38827
2016-04-30;Tver Oblast;46551
2016-04-30;Tomsk Oblast;47367
2016-04-30;Tula Oblast;45096
2016-04-30;Tyumen Oblast;52942
2016-04-30;Udmurt Republic;43383
2016-04-30;Ulyanovsk Oblast;37314
2016-04-30;Khabarovsk Krai;55299
2016-04-30;Khanty-Mansi Autonomous Okrug–Yugra;58146
2016-04-30;Chelyabinsk Oblast;37787
2016-04-30;Chechen Republic;33622
2016-04-30;Chuvash Republic — Chuvashia;43936
2016-04-30;Chukotka Autonomous Okrug;65071
2016-04-30;Yamalo-Nenets Autonomous Okrug;67910
2016-04-30;Yaroslavl Oblast;44066
2016-05-31;Russia;54746
2016-05-31;Republic of Adygea;37006
2016-05-31;Altai Republic;41966
2016-05-31;Altai Krai;39595
2016-05-31;Amur Oblast;51944
2016-05-31;Arkhangelsk Oblast;51953
2016-05-31;Astrakhan Oblast;38907
