Дата;Регион;Значение
2022-11-01;Омская область;82957
2022-11-01;Оренбургская область;60938
2022-11-01;Орловская область;73123
2022-11-01;Пензенская область;77495
2022-11-01;Пермский край;71429
2022-11-01;Приморский край;118293
2022-11-01;Псковская область;69000
2022-11-01;Республика Башкортостан;72093
2022-11-01;Республика Бурятия;100000
2022-11-01;Республика Дагестан;84326
2022-11-01;Республика Ингушетия;45982
2022-11-01;Республика Калмыкия;67338
2022-11-01;Республика Карачаево-Черкессия;85835
2022-11-01;Республика Карелия;84428
2022-11-01;Республика Коми;70614
2022-11-01;Республика Марий Эл;64189
2022-11-01;Республика Саха (Якутия);123404
2022-11-01;Республика Северная Осетия-Алания;67246
2022-11-01;Республика Татарстан;101135
2022-11-01;Республика Тыва;118605
2022-11-01;Республика Хакасия;80501
2022-11-01;Ростовская область;91188
2022-11-01;Рязанская область;77061
2022-11-01;Самарская область;80303
2022-11-01;Санкт-Петербург;185950
2022-11-01;Саратовская область;67839
2022-11-01;Сахалинская область;140394
2022-11-01;Свердловская область;90625
2022-11-01;Смоленская область;61206
2022-11-01;Ставропольский край;90008
2022-11-01;Тамбовская область;75781
2022-11-01;Тверская область;79991
2022-11-01;Томская область;94505
2022-11-01;Тульская область;86475
2022-11-01;Тюменская область;103226
2022-11-01;Удмуртская Республика;71429
2022-11-01;Ульяновская область;66667
2022-11-01;Хабаровский край;90909
2022-11-01;Ханты-Мансийский АО - Югра;101015
2022-11-01;Челябинская область;57849
2022-11-01;Чеченская Республика;68665
2022-11-01;Чувашская Республика;77273
2022-11-01;Чукотский АО;122951
2022-11-01;Ямало-Ненецкий АО;120148
2022-11-01;Ярославская область;76744
2022-12-01;Россия;99125
2022-12-01;Адыгея;91973
2022-12-01;Алтай;112094
2022-12-01;Алтайский край;83131
2022-12-01;Амурская область;134783
2022-12-01;Архангельская область;88364
2022-12-01;Астраханская область;66364
2022-12-01;Белгородская область;83146
2022-12-01;Брянская область;66667
2022-12-01;Владимирская область;76334
2022-12-01;Волгоградская область;72949
2022-12-01;Вологодская область;70762
2022-12-01;Воронежская область;83942
2022-12-01;Еврейская автономная область;67442
2022-12-01;Забайкальский край;103555
2022-12-01;Ивановская область;71654
